scenario_id,scenario_name,scenario_tags,scenario_labels,scenario_variables,signature,orion_job_id.group1,orion_job_id.group2,orion_task_id.group1,orion_task_id.group2,animation_url.group1,animation_url.group2,ares_url.group1,ares_url.group2,binary_id.group1,binary_id.group2,binary_name.group1,binary_name.group2,binary_description.group1,binary_description.group2,result_status.group1,result_status.group2,result_status.diff2,dpe_collision.value.group1,dpe_collision.status.group1,dpe_collision.value.group2,dpe_collision.status.group2,dpe_collision.value.diff2,dpe_collision.status.diff2,dpe_collision.invalid.diff2,dpe_stuck_detect.value.group1,dpe_stuck_detect.status.group1,dpe_stuck_detect.value.group2,dpe_stuck_detect.status.group2,dpe_stuck_detect.value.diff2,dpe_stuck_detect.status.diff2,dpe_stuck_detect.invalid.diff2,dpe_assist_channel_triggered.value.group1,dpe_assist_channel_triggered.status.group1,dpe_assist_channel_triggered.value.group2,dpe_assist_channel_triggered.status.group2,dpe_assist_channel_triggered.value.diff2,dpe_assist_channel_triggered.status.diff2
29434653,lxh_ra_stuck_20260425.fp.neg_10335_20260424_140710.1777011094820.1777011124820,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31285431', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29434653,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000115,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000114,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000115&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000114&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000115,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000114,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,2.0,Passed,3.0,F2P
29434685,lxh_ra_stuck_20260425.fp.neg_10335_20260423_183146.1776940683751.1776940713751,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31257997', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29434685,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000078,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000091,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000078&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000091&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000078,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000091,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29434697,lxh_ra_stuck_20260425.fp.neg_10355_20260423_175938.1776938937424.1776938967424,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31256871', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29434697,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000073,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000077,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000073&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000077&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000073,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000077,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29434713,lxh_ra_stuck_20260425.fp.neg_10381_20260423_113511.1776915311595.1776915333700,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31237141', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29434713,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000047,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000053,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000047&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000053&task_version=1,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000047,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000053,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,2.0,Passed,3.0,F2P
29730417,lxh_ra_stuck_20260425.fp.neg_10359_20260429_185339.1777460191682.1777460221682,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31510951', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730417,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000053,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000044,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000053&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000044&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000053,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000044,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29730440,lxh_ra_stuck_20260425.fp.neg_10349_20260429_095650.1777427917521.1777427947521,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31485217', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730440,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000029,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000031,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000029&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000031&task_version=1,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000029,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000031,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,2.0,Passed,3.0,F2P
29730442,lxh_ra_stuck_20260425.fp.neg_10335_20260429_090724.1777426753766.1777426783766,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31484335', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730442,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000026,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000012,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000026&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000012&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000026,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000012,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29730450,lxh_ra_stuck_20260425.fp.neg_10316_20260429_082257.1777422884962.1777422914962,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31480733', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730450,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000030,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000028,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000030&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000028&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000030,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000028,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29730451,lxh_ra_stuck_20260425.fp.neg_10353_20260429_074303.1777422681611.1777422711611,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31480593', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730451,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000023,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000015,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000023&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000015&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000023,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000015,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29730456,lxh_ra_stuck_20260425.fp.neg_10369_20260429_081059.1777421601431.1777421631431,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31479575', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730456,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000013,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000024,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000013&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000024&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000013,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000024,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29730459,lxh_ra_stuck_20260425.fp.neg_10354_20260429_075721.1777420682028.1777420712028,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31478611', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730459,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000010,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000001,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000010&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000001&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000010,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000001,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
29730463,lxh_ra_stuck_20260425.fp.neg_10373_20260429_073718.1777420219701.1777420249701,[],"['lxh_ra_stuck_20260425_fp', 'lxh_ra_stuck_20260425_neg', 'lxh_ra_stuck_20260425_AutoTrigger', '#31478225', 'lxh_ra_stuck_20260425_gen4-release-20260417']",[],29730463,39367009,39467651,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39367009&filterQuery=Base.task.id+has+3936700900000007,https://voyager.intra.xiaojukeji.com/static/management/#/scenario/result-analysis?base_job_id=39467651&filterQuery=Base.task.id+has+3946765100000005,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3936700900000007&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-animation/?task_id=3946765100000005&task_version=0,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3936700900000007,https://voyager.intra.xiaojukeji.com/static/ares-studio/?ds=voy-sim-cloud&ds.sim_index=0&ds.task_id=3946765100000005,1633565,1640127,simbot_flexible_diff_base_experiment_dag_1778634332,simbot_flexible_diff_feature_experiment_dag_1779006951,,,Passed,Passed,P2P,,,,,,,0,,,,,,,0,-1.0,Failed,-1.0,Failed,0.0,F2F
